0,253,ChIJZ2oWlarr9EcRsdqsW7zNNvE,5,1,0,-1,1,1,0,
1,253,ChIJm08kD_7q9EcRdLjDtfoKjFY,1,1,0,-1,1,1,0,"Tout est basé sur l'originalité,  ce qui peut être bien comme concept encore faut il que ce soit mangeable. Et si jamais le chef nous demande si ""tout s'est bien passé ? "" surtout ne donnez pas votre avis mais dites ""Oui"", car sinon on vous fait comprendre que vous n'avez rien compris...."
2,128,ChIJ2cXH3sV4CEgRruFyUrRWGiE,5,1,0,-1,1,1,0,
3,159,ChIJZ2oWlarr9EcRsdqsW7zNNvE,5,1,0,-1,1,1,0,
4,159,ChIJy0NgD0Xq9EcR9GMthDTGWyU,3,1,0,-1,1,1,0,
5,159,ChIJlZUrDEbq9EcRyrA0-0hj95M,3,1,0,-1,1,1,0,
6,159,ChIJh-pVnJp65kcR_McPRNkHj9w,4,1,0,-1,1,1,0,
7,25,ChIJsZKjKA1u5kcRaVDKu3gWoMI,4,1,0,-1,1,1,0,
8,4,ChIJq8tRGzpu5kcRDnSYNiUOdR4,5,1,0,-1,1,1,0,SUPER
9,4,ChIJixbd-gZy5kcRWygsNNXqaPo,4,1,0,-1,1,1,0,
10,184,ChIJvz3Ntrlx5kcRCylrI3QARlw,4,1,0,-1,1,1,0,Pas mal
11,288,ChIJU0PeOBT15kcRu4FeNaDkFgk,2,1,0,-1,1,1,0,"Cool
"
12,120,ChIJgT3C39xx5kcReKrfsUXZ-rQ,5,1,0,-1,1,1,0,Jaime1
13,120,ChIJgT3C39xx5kcReKrfsUXZ-rQ,4,1,0,-1,1,1,0,Jaime2
14,120,ChIJwe-j6Ilw5kcR_a6krHDUNZA,5,1,0,-1,1,1,0,Jaime1 tacos
15,120,ChIJC0tMA8Zx5kcRT0FUzlguCls,4,1,0,-1,1,1,0,J ai essayé un mojito sans alc et c etait vraiment bon 
16,120,ChIJgT3C39xx5kcReKrfsUXZ-rQ,1,1,0,-1,1,1,0,J aime pas!
17,120,ChIJGy_avBre5UcRodvlmRQ4TW8,5,1,0,-1,1,1,0,Super pour manger vite fait
18,120,ChIJq6B5t99x5kcRRfiVW1Lj98o,5,1,0,-1,1,1,0,J aime bien
19,120,ChIJA_GsK4p65kcRGb3KaG-O-Ok,4,1,0,-1,1,1,0,Nice
20,120,ChIJjdDV3Rtw5kcR1dmCBQOwaR0,5,1,0,-1,1,1,0,Cool lrsq tu as faim pres duvtour eiffel
21,120,ChIJqXXHv-Bx5kcRecgfcFDPz7c,4,1,0,-1,1,1,0,
22,120,ChIJA_GsK4p65kcRGb3KaG-O-Ok,5,1,0,-1,1,1,0,
23,120,ChIJqXXHv-Bx5kcRecgfcFDPz7c,4,1,0,-1,1,1,0,
24,120,ChIJGy_avBre5UcRodvlmRQ4TW8,5,1,0,-1,1,1,0,
25,120,ChIJjdDV3Rtw5kcR1dmCBQOwaR0,3,1,0,-1,1,1,0,
26,120,ChIJjdDV3Rtw5kcR1dmCBQOwaR0,4,1,0,-1,1,1,0,
27,120,ChIJq6B5t99x5kcRRfiVW1Lj98o,4,1,0,-1,1,1,0,
28,120,ChIJgT3C39xx5kcReKrfsUXZ-rQ,1,1,0,-1,1,1,0,
29,120,ChIJC0tMA8Zx5kcRT0FUzlguCls,3,1,0,-1,1,1,0,
30,120,ChIJVVVFg4l65kcRY5d70Ef3FT8,5,1,0,-1,1,1,0,
31,185,ChIJWzc9k39x5kcRXK3TooeyLYE,4,1,0,-1,1,1,0,Des plats très bons et copieux !! Du calme et de la place ! Une addition raisonnable !
32,185,ChIJU9d4gc9z5kcR4ml6HYlFX4o,4,1,0,-1,1,1,0,Un buffet à volonté très bon et très complet ! 
33,185,ChIJ_7vnfX9x5kcRBn1_tPI8jjA,4,1,0,-1,1,1,0,
34,5,ChIJZ-ChIJv4KfpwBy5kcROqKaKlwHAgg,,1,0,-1,1,1,0,
35,20,ChIJuT2zzgZy5kcRE245LJsSnKg,5,1,0,-1,1,1,0,j'aime le cadre ! 
36,20,ChIJuT2zzgZy5kcRE245LJsSnKg,5,1,0,-1,1,1,0,
37,210,ChIJd_2o97l95kcR4j94zASrW3Q,4,1,0,-1,1,1,0,
38,122,ChIJ-7rXIo965kcRGZVvi6bgSkc,3,1,0,-1,1,1,0,
39,122,ChIJC0tMA8Zx5kcRT0FUzlguCls,3,1,0,-1,1,1,0,
40,122,ChIJYzuf0WDq9EcR54A_rX33rzE,5,1,0,-1,1,1,0,
41,122,ChIJNzRBsE3q9EcRS7TosaLAdOc,4,1,0,-1,1,1,0,
42,122,ChIJzTyCSFTq9EcRvLMegp9RRFA,3,1,0,-1,1,1,0,
43,122,ChIJN8w8-hxu5kcRXO7gS8PGt10,4,1,0,-1,1,1,0,
44,122,ChIJy3sBP2Hq9EcRQURYqqKtxYI,2,1,0,-1,1,1,0,
45,122,ChIJtVoUbPnq9EcRcwrldoRe_aM,2,1,0,-1,1,1,0,
46,122,ChIJZ_tLvJ68rhIRLSdoFbfisa0,4,1,0,-1,1,1,0,
47,122,ChIJPxtQ4FPq9EcRE2rVPqDecCQ,3,1,0,-1,1,1,0,
48,122,ChIJw77MPvnq9EcRZBu7Y6o8wxc,5,1,0,-1,1,1,0,
49,122,ChIJGXLSQrfr9EcRgi966-y6_pc,4,1,0,-1,1,1,0,
50,122,ChIJY8er33Pq9EcRK61JcZDrkW0,3,1,0,-1,1,1,0,
51,122,ChIJQTLcSVjq9EcRKEMn6rQHwcM,4,1,0,-1,1,1,0,
52,122,ChIJ8xMu2HPq9EcR_ht94WjKZCY,4,1,0,-1,1,1,0,
53,158,ChIJxymVyABy5kcRlwPBRo6eEiw,3,1,0,-1,1,1,0,
54,158,ChIJsVzBAslv5kcR-8UQLgslM2k,4,1,0,-1,1,1,0,
55,158,ChIJJUvyzgBy5kcRtvSiuA5hvpE,5,1,0,-1,1,1,0,
